nombre_negocio,categoria,estado,ciudad,telefono,email,sitio_web,rating,review_count
Apapacho Frío,Yogurt,Tamaulipas,Ciudad Victoria,,,,4.3,11
Cactu Nieves,Yogurt,Tamaulipas,Ciudad Victoria,834 429 2137,,https://www.facebook.com/Cactu-Nieves-Victoria-1621407537949404,4.7,217
LAS GARRAFAS,Yogurt,Tamaulipas,Ciudad Victoria,,,,4.4,68
Mercado Argüelles,Yogurt,Tamaulipas,Ciudad Victoria,,,,4.1,4164
NIEVES DE YOGURTH NATURAL JECK Y FRUTOS SECOS EN CIUDAD VICTORIA,Yogurt,Tamaulipas,Ciudad Victoria,834 110 9359,,https://jeck.swi.mx,4.8,6
Nieves de yogurt,Yogurt,Tamaulipas,Ciudad Victoria,,,,,0
Nieves de yogurth,Yogurt,Tamaulipas,Ciudad Victoria,,,,5,3
Ojo Dulce,Yogurt,Tamaulipas,Ciudad Victoria,834 308 6589,,https://www.instagram.com/_ojo.dulce,,0
Organic Market,Yogurt,Tamaulipas,Ciudad Victoria,,,https://www.instagram.com/organicmarketmx,4.6,11
Super Organics,Yogurt,Tamaulipas,Ciudad Victoria,834 182 1578,,https://superorganics.mx,4.5,83
Super Organics Plaza Forum,Yogurt,Tamaulipas,Ciudad Victoria,834 270 0851,,http://superorganics.mx,4.5,14
Yogufreeze,Yogurt,Tamaulipas,Ciudad Victoria,,,http://facebook.com/yogufreezevic,4.6,125
Cattle and Poultry S.P.R. de R.L. de C.V.,Leche,Tamaulipas,Guerrero,867 719 9070,,,4.4,20
Abarrotes Y Carniceria,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Abarrotes Y Carniceria Chalio,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Abarrotes Y Carniceria Cortez,Carnicería,Tamaulipas,Heroica Matamoros,8683616834,alfredocortezr@gmail.com,,,
Abarrotes Y Carniceria Diana,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Abarrotes Y Carniceria Esperanza,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Abarrotes Y Carniceria Karla,Carnicería,Tamaulipas,Heroica Matamoros,8688408960,,,,
Abarrotes Y Carniceria La Fe,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Abarrotes Y Carniceria Las Fuentes,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Abarrotes Y Carniceria Los Tres Cochinitos,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Abarrotes Y Carniceria Lupita,Carnicería,Tamaulipas,Heroica Matamoros,8682749678,,,,
Abarrotes Y Carniceria Molina,Carnicería,Tamaulipas,Heroica Matamoros,8682169865,abarrotesmolina@yahoo.com.mx,,,
Abarrotes Y Carniceria Supermak,Carnicería,Tamaulipas,Heroica Matamoros,8683035933,,,,
Carnes y Quesos,Carnicería,Tamaulipas,Heroica Matamoros,868 817 7430,,,4.3,54
Carnes y cortes la uno,Carnicería,Tamaulipas,Heroica Matamoros,868 375 8977,,,4.8,16
Carniceria,Carnicería,Tamaulipas,Heroica Matamoros,8683908207,,,,
Carniceria 2 Hermanos,Carnicería,Tamaulipas,Heroica Matamoros,8683661536,,,,
Carniceria 3 Hermanos,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Carniceria Arboledas,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Carniceria Aurora,Carnicería,Tamaulipas,Heroica Matamoros,,,,,
Carniceria Aurora Sendero,Carnicería,Tamaulipas,Heroica Matamoros,8681280022,,,,
Carniceria Camino Real,Carnicería,Tamaulipas,Heroica Matamoros,8682397109,,,,
Carniceria Chava,Carnicería,Tamaulipas,Heroica Matamoros,8681427888,,,,
Carniceria Chava 2,Carnicería,Tamaulipas,Heroica Matamoros,8683877198,,,,
Carniceria Coral,Carnicería,Tamaulipas,Heroica Matamoros,8688546695,,,,
Carniceria SM,Carnicería,Tamaulipas,Heroica Matamoros,868 386 5198,,,3.7,15
Carnicería Arboledas,Carnicería,Tamaulipas,Heroica Matamoros,,,http://www.facebook.com/carniceriaarboledas118,4.6,59
Carnicería El Güero,Carnicería,Tamaulipas,Heroica Matamoros,,,,4.8,16
Carnicería La 18.,Carnicería,Tamaulipas,Heroica Matamoros,868 813 4001,,,4.6,159
Carnicería La Aurora,Carnicería,Tamaulipas,Heroica Matamoros,868 845 6511,,,4.2,104
Carnicería La España,Carnicería,Tamaulipas,Heroica Matamoros,,,http://www.facebook.com/CarniceriaLaEspana,4.2,6
Carnicería la Danesa,Carnicería,Tamaulipas,Heroica Matamoros,868 816 5196,,https://www.facebook.com/people/Carnicer%C3%ADa-La-Danesa/100063998533872,4.7,82
Carnicerías La Aurora,Carnicería,Tamaulipas,Heroica Matamoros,,,,3.9,20
El Novillo Cortes Finos,Carnicería,Tamaulipas,Heroica Matamoros,868 376 2015,,,4.8,11
La Nacional Cortes y Algo Mas,Carnicería,Tamaulipas,Heroica Matamoros,868 814 4861,,,4.6,641
La Nacional Cortes y Algo Más,Carnicería,Tamaulipas,Heroica Matamoros,,,,4.6,28
La Nacional Cortes y Algo Más Suc. Sendero,Carnicería,Tamaulipas,Heroica Matamoros,,,,4.4,42
La Nacional Cortes y Algo Más Super,Carnicería,Tamaulipas,Heroica Matamoros,868 189 8821,,,4.6,150
Minisuper y Carnicería Navarro,Carnicería,Tamaulipas,Heroica Matamoros,868 126 5119,,,4.4,31
Minisuper y Carnicería Tendajo 1,Carnicería,Tamaulipas,Heroica Matamoros,,,,4,146
Súper Carnes 'Checos',Carnicería,Tamaulipas,Heroica Matamoros,868 812 2070,,,4.7,89
"Estanquillo "" Lupita"" Distribuidora Liconsa",Leche,Tamaulipas,Heroica Matamoros,,,,5,1
Grupo Lider Lac Leche Vakita,Lácteos,Tamaulipas,Heroica Matamoros,868 816 6450,,,3.6,29
Lala Cedis Matamoros,Lácteos,Tamaulipas,Heroica Matamoros,868 812 5249,,,4.2,33
Procesados de Matamoros,Lácteos,Tamaulipas,Heroica Matamoros,868 812 1206,,https://www.promat.com.mx,4.5,24
Proveedora de Productos Alimenticios Botello,Lácteos,Tamaulipas,Heroica Matamoros,868 816 5902,,https://www.facebook.com/pages/Botello/1078111525579127,5,6
Baruch Panaderia,Panadería,Tamaulipas,Heroica Matamoros,8681242668,,,,
DULCE AMANECER BAKERY,Panadería,Tamaulipas,Heroica Matamoros,868 304 3526,,https://www.instagram.com/dulce_amanecer_bakery?igsh=MWc1YjNrNWtta3E3bQ==,4.6,63
Delicias Del Contry Matamoros,Panadería,Tamaulipas,Heroica Matamoros,868 688 1923,,https://deliciasdelcontry.com/ubicaciones-distribuidores,4.4,48
Detallitos con amor,Panadería,Tamaulipas,Heroica Matamoros,868 158 9515,,,4.9,53
La Pasadita Panaderia,Panadería,Tamaulipas,Heroica Matamoros,,,,,
MERT,Panadería,Tamaulipas,Heroica Matamoros,868 349 0491,,,4.6,101
PAN ARTESANAL XILITLA,Panadería,Tamaulipas,Heroica Matamoros,868 300 4410,,,4.9,15
"Pan Arte-Sano ""Don Chava""",Panadería,Tamaulipas,Heroica Matamoros,868 110 0503,,,5,1
Panaderia 2 Hermanos,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia Alicia,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia Alonso,Panadería,Tamaulipas,Heroica Matamoros,8688171353,,,,
Panaderia Angel,Panadería,Tamaulipas,Heroica Matamoros,8682572307,,,,
Panaderia Arizbeth,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia Belen,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia Castillo,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia Cisneros,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia Condesa,Panadería,Tamaulipas,Heroica Matamoros,,condesapanaderia@gmail.com,,,
Panaderia Danny,Panadería,Tamaulipas,Heroica Matamoros,8681076201,,,,
Panaderia Del Desierto,Panadería,Tamaulipas,Heroica Matamoros,8681073121,,,,
Panaderia Don Mike,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia Dos Amores,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia El Antojo,Panadería,Tamaulipas,Heroica Matamoros,8684026962,,,,
Panaderia El Bambino,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia El Buen Sabor,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia El Cachito,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia El Mana,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia El Panzon,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia El Polvorin,Panadería,Tamaulipas,Heroica Matamoros,,,,,
Panaderia Ideal Palmares,Panadería,Tamaulipas,Heroica Matamoros,,,,4.7,25
Panadería Alonso,Panadería,Tamaulipas,Heroica Matamoros,868 813 9395,,,4.6,205
Panadería Ideal,Panadería,Tamaulipas,Heroica Matamoros,832 605 4406,,http://panaderia-ideal.edan.io,4.5,172
Panadería Junior,Panadería,Tamaulipas,Heroica Matamoros,868 259 1406,,,5,2
Panadería La Fama,Panadería,Tamaulipas,Heroica Matamoros,868 247 4004,,https://facebook.com/panaderialafama1957,4.3,186
Panadería La Pasadita,Panadería,Tamaulipas,Heroica Matamoros,868 813 7772,,,4.7,431
Panadería Luís Ángel,Panadería,Tamaulipas,Heroica Matamoros,868 268 4343,,,4.8,17
Panadería Mr.Trigo,Panadería,Tamaulipas,Heroica Matamoros,868 813 4350,,,4.7,41
Panadería de la Abuelita,Panadería,Tamaulipas,Heroica Matamoros,868 371 4100,,https://www.facebook.com/Panader%C3%ADa-de-la-Abuelita-100820148352030,4.6,55
"Panificadora ""EL CAMINO"".",Panadería,Tamaulipas,Heroica Matamoros,868 816 2200,,,4.4,257
Panificadora Rodríguez,Panadería,Tamaulipas,Heroica Matamoros,868 825 3787,,,4.3,99
Panificadora el Camino,Panadería,Tamaulipas,Heroica Matamoros,833 694 6404,,http://panificadora-camino.slue.io,4.1,179
Pastelería Hana,Panadería,Tamaulipas,Heroica Matamoros,868 817 4444,,,4.6,148
Pastelerías Marilou,Panadería,Tamaulipas,Heroica Matamoros,868 342 4388,,http://www.pasteleriasmarilou.com,4.3,93
CEDIS Quesos San Miguel,Queso/Quesería,Tamaulipas,Heroica Matamoros,,,,3.4,10
Quesos Chila,Queso/Quesería,Tamaulipas,Heroica Matamoros,,,,4.5,36
Quesos La Estrella,Queso/Quesería,Tamaulipas,Heroica Matamoros,,,,4.4,12
Quesos Rancho Nuevo,Queso/Quesería,Tamaulipas,Heroica Matamoros,81 2927 1004,,,5,1
Quesos San Miguel,Queso/Quesería,Tamaulipas,Heroica Matamoros,868 240 4041,,http://quesossanmiguel.com,3.7,601
Quesos San Miguel Las Cumbres,Queso/Quesería,Tamaulipas,Heroica Matamoros,868 240 4041,,http://www.quesossanmiguel.com,4,701
Quesos San San Miguel,Queso/Quesería,Tamaulipas,Heroica Matamoros,,,,4.2,83
Quesos la victoria,Queso/Quesería,Tamaulipas,Heroica Matamoros,868 351 0710,,,5,4
Quesos y Cremas “La Estrella”,Queso/Quesería,Tamaulipas,Heroica Matamoros,,,,4,5
Quesos y cremas,Queso/Quesería,Tamaulipas,Heroica Matamoros,,,,,0
carnes y quesos,Queso/Quesería,Tamaulipas,Heroica Matamoros,,,,4.2,54
"Aguas Frescas y Nieves Artesanales "" ZOE """,Yogurt,Tamaulipas,Heroica Matamoros,868 190 0370,,,4.3,15
B-YOGU Carretón primera,Yogurt,Tamaulipas,Heroica Matamoros,,,,,0
Bolis Gourmet de Pao,Yogurt,Tamaulipas,Heroica Matamoros,868 132 2341,,https://www.facebook.com/BolisGourmetdePao,4.5,2
El Natural y Mas,Yogurt,Tamaulipas,Heroica Matamoros,868 810 5556,,,4,925
Kini's Heladería Artesanal,Yogurt,Tamaulipas,Heroica Matamoros,,,,4.5,27
Natural House,Yogurt,Tamaulipas,Heroica Matamoros,868 812 3774,,http://www.naturalhouse.com.mx,4,299
Natural y Más Suc. Av. Pedro Cárdenas,Yogurt,Tamaulipas,Heroica Matamoros,868 817 4062,,,3.9,432
Yo-goo,Yogurt,Tamaulipas,Heroica Matamoros,,,,4.5,26
Yogu*Frut,Yogurt,Tamaulipas,Heroica Matamoros,,,,4.7,67
Yogu*frut,Yogurt,Tamaulipas,Heroica Matamoros,,,https://www.facebook.com/pages/Refresquer%C3%ADa-Yogu-Frut/1436025359970378,4.2,5
Yogufrut,Yogurt,Tamaulipas,Heroica Matamoros,,,,5,3
Quesos y Cosas Nuevo Leon,Queso/Quesería,Tamaulipas,Lagunitas Uno,899 115 6167,,,4.5,72
Productos Lácteos de Matamoros S.A. de C.V.,Lácteos,Tamaulipas,Matamoros,868 816 6450,,,4.5,10
Cedis Lala Tampico,Leche,Tamaulipas,Miramar,833 226 1062,,https://www.lala.com.mx,4.5,89
Quesos Tampico,Queso/Quesería,Tamaulipas,Miramar,81 1466 3949,,,5,1
ALAMO CABRITOS & MEATS,Carnicería,Tamaulipas,Nuevo Laredo,867 334 1393,,,4.7,62
Abarrores en general la nueva victoria,Carnicería,Tamaulipas,Nuevo Laredo,,,,4.3,267
Abarrotes Fruteria Y Carniceria Chavez,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
Abarrotes Y Carniceria Idelia,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
Abarrotes Y Carniceria J Y M,Carnicería,Tamaulipas,Nuevo Laredo,8671011794,,,,
Abarrotes Y Carniceria Jeffrey,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
Abarrotes Y Carniceria La Especial,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
Abarrotes Y Carniceria La Mexicana,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
Abarrotes Y Carniceria La Perla,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
Abarrotes Y Carniceria La Reyna,Carnicería,Tamaulipas,Nuevo Laredo,,lospablos_reyna@hotmail.com,,,
Abarrotes Y Carniceria Licona 2,Carnicería,Tamaulipas,Nuevo Laredo,8671448454,,,,
Abarrotes Y Carniceria Los Corrales,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
Abarrotes Y Carniceria Rouse,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
Abarrotes Y Carniceria Vanessa,Carnicería,Tamaulipas,Nuevo Laredo,8677277485,,,,
Abarrotes Y Carniceria Venecia,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
CarneMart Nuevo Laredo,Carnicería,Tamaulipas,Nuevo Laredo,867 712 9996,,https://carnemart.com,4.5,108
Carnes MG,Carnicería,Tamaulipas,Nuevo Laredo,867 714 5647,,https://www.facebook.com/MGCarniceria/about/?ref=page_internal,4.5,156
Carnes Regias Boutique,Carnicería,Tamaulipas,Nuevo Laredo,867 688 4948,,https://www.facebook.com/carnesregiasb,4.8,5
Carnes Selectas La Ideal,Carnicería,Tamaulipas,Nuevo Laredo,,,,5,4
Carnes Selectas La Popular,Carnicería,Tamaulipas,Nuevo Laredo,867 714 0317,,,4.6,205
Carnes y Frutas la Popular,Carnicería,Tamaulipas,Nuevo Laredo,867 724 1180,,,4.5,209
Carniceria  Y Fruteria Tenorio,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
Carniceria Bertha,Carnicería,Tamaulipas,Nuevo Laredo,,,,,
"Carnicería ""Lili""",Carnicería,Tamaulipas,Nuevo Laredo,,,,4.8,65
Don Carnes,Carnicería,Tamaulipas,Nuevo Laredo,867 137 1286,,,4.7,3
El Chamizal,Carnicería,Tamaulipas,Nuevo Laredo,867 714 8761,,,4.7,116
Frutas y Carnes Los Primos,Carnicería,Tamaulipas,Nuevo Laredo,18671967575,,,4.6,117
Mini Súper Arizpe,Carnicería,Tamaulipas,Nuevo Laredo,867 749 9017,,,4.6,274
Nueva Central de Carnes Los Encinos,Carnicería,Tamaulipas,Nuevo Laredo,867 717 0429,,http://nccarnes.com.mx,4.4,177
Nueva Central de Carnes S.A. de C.V.,Carnicería,Tamaulipas,Nuevo Laredo,867 715 8600,,https://www.nuevacentraldecarnes.com.mx,4.6,225
Nueva central de carnes la fe,Carnicería,Tamaulipas,Nuevo Laredo,867 710 6464,,https://www.nuevacentraldecarnes.com.mx,4.2,37
SÚPER CARNES DEL NORTE,Carnicería,Tamaulipas,Nuevo Laredo,867 213 7773,,https://www.facebook.com/S%C3%BAper-Carnes-del-Norte-103168724878964,4.2,53
Súper Carnicería Tavo,Carnicería,Tamaulipas,Nuevo Laredo,867 717 1285,,https://www.facebook.com/pages/Carnes-Tavo/578099212356795?ref=ts&fref=ts,4.8,146
Súper de Carnes El Potrillo,Carnicería,Tamaulipas,Nuevo Laredo,867 714 5211,,,4.5,443
Súper y Carnes el establo,Carnicería,Tamaulipas,Nuevo Laredo,867 244 6324,,,4.8,30
Disroga SA de CV,Leche,Tamaulipas,Nuevo Laredo,867 718 0066,,http://disroga.com,3.7,17
Dulcería Karla's - Sucursal Fe1,Leche,Tamaulipas,Nuevo Laredo,867 710 7768,,http://dulceriakarlas.com.mx,4.2,150
Dulcería Karla's - Sucursal Héroes,Leche,Tamaulipas,Nuevo Laredo,867 710 6274,,https://www.facebook.com/dulceriakarlas,4.2,373
Dulcería Karla's - Sucursal Reforma,Leche,Tamaulipas,Nuevo Laredo,867 717 3430,,,4.4,54
H-E-B Nuevo Laredo,Leche,Tamaulipas,Nuevo Laredo,867 711 5020,,https://www.heb.com.mx,4.4,4658
La casa de la repostería,Leche,Tamaulipas,Nuevo Laredo,867 204 9106,,https://www.facebook.com/La-Casa-De-La-Reposteria-Materias-Primas-Mas-101132751663688,3,2
Laredo Food Service,Leche,Tamaulipas,Nuevo Laredo,867 196 1391,,https://www.laredofoodservice.com,4.7,10
Lo Básico Materias Primas,Leche,Tamaulipas,Nuevo Laredo,867 137 5315,,http://lobasicomateriasprimas.com,,0
Mini Súper El Palomo,Leche,Tamaulipas,Nuevo Laredo,,,,5,1
Súper y Farmacia Calderón - MATRIZ,Leche,Tamaulipas,Nuevo Laredo,867 713 1200,,http://farmaciacalderon.com,4.2,89
Tortillerías Pepe´s,Leche,Tamaulipas,Nuevo Laredo,867 712 5268,,,4.6,16
Distribuidora Palomo,Lácteos,Tamaulipas,Nuevo Laredo,867 251 0832,,https://palomoventa.sicarx.shop,,0
Mirna Aver Aya,Lácteos,Tamaulipas,Nuevo Laredo,,,,4.5,16
RG Foods De Mexico S.A. De C.V.,Lácteos,Tamaulipas,Nuevo Laredo,7199070,,http://rgfoods.com.mx,4.4,12
Sigma,Lácteos,Tamaulipas,Nuevo Laredo,867 715 2961,,https://www.sigma-alimentos.com,5,1
La Nacional,Panadería,Tamaulipas,Nuevo Laredo,867 137 1285,,,4.6,193
La Providencia Panadería,Panadería,Tamaulipas,Nuevo Laredo,867 712 0683,,,4.5,733
La Repostería,Panadería,Tamaulipas,Nuevo Laredo,867 715 7951,,,4.8,40
La postal,Panadería,Tamaulipas,Nuevo Laredo,867 712 6602,,,4.9,17
Moni‘s Bakery,Panadería,Tamaulipas,Nuevo Laredo,867 333 6877,,https://www.facebook.com/monisbakerynuevolaredo/?epa=SEARCH_BOX,4.8,66
PANADERIA SEBASTIAN,Panadería,Tamaulipas,Nuevo Laredo,867 281 1644,,https://www.facebook.com/share/1DM8iPAjpE,5,1
PANADERÍA DUARTE,Panadería,Tamaulipas,Nuevo Laredo,,,,4.9,16
Panaderia,Panadería,Tamaulipas,Nuevo Laredo,,,,,
Panaderia Arellano,Panadería,Tamaulipas,Nuevo Laredo,8671285151,,,,
Panaderia Briss,Panadería,Tamaulipas,Nuevo Laredo,,,,,
Panaderia Camila,Panadería,Tamaulipas,Nuevo Laredo,8677516324,,,,
Panaderia Castañeda,Panadería,Tamaulipas,Nuevo Laredo,8677498953,,,,
Panaderia Chiapas,Panadería,Tamaulipas,Nuevo Laredo,,,https://www.facebook.com/PanaderiaChiapas,4.6,93
Panaderia Delicia,Panadería,Tamaulipas,Nuevo Laredo,,,,,
Panaderia Don Romero,Panadería,Tamaulipas,Nuevo Laredo,8672810959,,,,
Panaderia Duarte,Panadería,Tamaulipas,Nuevo Laredo,,,,,
Panaderia El Fenix,Panadería,Tamaulipas,Nuevo Laredo,,,,,
Panaderia El Tio,Panadería,Tamaulipas,Nuevo Laredo,8677246985,,,,
Panadería HP,Panadería,Tamaulipas,Nuevo Laredo,,,,5,8
Panadería Junior,Panadería,Tamaulipas,Nuevo Laredo,,,,4.8,9
Panadería La Perlita,Panadería,Tamaulipas,Nuevo Laredo,,,,4.6,221
Panadería Sabinas,Panadería,Tamaulipas,Nuevo Laredo,867 205 4860,,https://es-la.facebook.com/panaderiasabinas,4.7,96
Panadería Tantoyuca,Panadería,Tamaulipas,Nuevo Laredo,867 123 6257,,,5,13
Panadería Yola,Panadería,Tamaulipas,Nuevo Laredo,,,,4.4,156
Panecito,Panadería,Tamaulipas,Nuevo Laredo,867 223 4932,,,,0
Pastelería de Suzanne - Obregón,Panadería,Tamaulipas,Nuevo Laredo,867 719 1790,,https://www.facebook.com/PasteleriasDeSuzanne,4.4,195
Roxana´s,Panadería,Tamaulipas,Nuevo Laredo,867 715 6772,,,4.5,469
Vanessa Pastelería,Panadería,Tamaulipas,Nuevo Laredo,867 714 7364,,https://www.facebook.com/pasteleria.vanessa,4.5,154
Botamania,Queso/Quesería,Tamaulipas,Nuevo Laredo,867 282 5672,,,4.7,13
JB QUESOS Y CARNES FRÍAS,Queso/Quesería,Tamaulipas,Nuevo Laredo,867 715 3510,,http://jbquesosycarnesfrias.com.mx,4.6,73
El Nuevo Sol,Yogurt,Tamaulipas,Nuevo Laredo,867 712 3920,,,4.6,429
Fe Café,Yogurt,Tamaulipas,Nuevo Laredo,867 717 0402,,https://www.instagram.com/fecafemexico?igsh=MXkxOXhlOGRuMnZseA%3D%3D&utm_source=qr,4.3,302
Frozen Ü•GUR,Yogurt,Tamaulipas,Nuevo Laredo,867 739 1197,,,4.9,13
Helados Regia Laredo,Yogurt,Tamaulipas,Nuevo Laredo,867 712 2252,,,4.7,1574
Himalaya - Helados Artesanales,Yogurt,Tamaulipas,Nuevo Laredo,867 196 1227,,,4.5,335
Roll N Coffee,Yogurt,Tamaulipas,Nuevo Laredo,,,,4.7,159
Sabor A Cielo,Yogurt,Tamaulipas,Nuevo Laredo,867 719 0642,,https://m.facebook.com/sabora.cielo.3/?locale2=es_LA,4.6,2092
Sabor a Cielo,Yogurt,Tamaulipas,Nuevo Laredo,867 213 9488,,,4.6,151
The Yogurt,Yogurt,Tamaulipas,Nuevo Laredo,,,,4.5,188
Yogufresh,Yogurt,Tamaulipas,Nuevo Laredo,867 561 1160,,,4.4,858
ZERO -eating better-,Yogurt,Tamaulipas,Nuevo Laredo,,,,5,3
Abarrotes Y Carniceria Alanis,Carnicería,Tamaulipas,Reynosa,8994494540,,,,
Abarrotes Y Carniceria Arcoiris,Carnicería,Tamaulipas,Reynosa,,,,,
Abarrotes Y Carniceria Big,Carnicería,Tamaulipas,Reynosa,,,,,
Abarrotes Y Carniceria Claudia Dos,Carnicería,Tamaulipas,Reynosa,,,,,
Abarrotes Y Carniceria David,Carnicería,Tamaulipas,Reynosa,,,,,
Abarrotes Y Carniceria El Consentido,Carnicería,Tamaulipas,Reynosa,,,,,
Abarrotes Y Carniceria Elier,Carnicería,Tamaulipas,Reynosa,,,,,
Abarrotes Y Carniceria Gianna,Carnicería,Tamaulipas,Reynosa,,,,,
Abarrotes Y Carniceria Jose Mateo,Carnicería,Tamaulipas,Reynosa,,,,,
Abarrotes Y Carniceria La Muralla,Carnicería,Tamaulipas,Reynosa,8361094253,,,,
Abarrotes Y Carniceria Lalo,Carnicería,Tamaulipas,Reynosa,8991547386,,,,
Abarrotes Y Carniceria Lucerito,Carnicería,Tamaulipas,Reynosa,8992584346,,,,
Abarrotes Y Carniceria Mi Ranchito,Carnicería,Tamaulipas,Reynosa,,,,,
Abarrotes Y Carniceria Monse,Carnicería,Tamaulipas,Reynosa,,,,,
Asadero De Carniceria Lupita,Carnicería,Tamaulipas,Reynosa,,,,,
Biferia Carniceria,Carnicería,Tamaulipas,Reynosa,8991719619,,,,
Carne Mart,Carnicería,Tamaulipas,Reynosa,899 922 6477,,https://carnemart.com,4.5,110
Carnes El Mezquite 4,Carnicería,Tamaulipas,Reynosa,899 180 0463,,https://www.facebook.com/CarnesElMezquiteReynosa?mibextid=JRoKGi,4.5,172
Carnes Finas MG Suc Morelos,Carnicería,Tamaulipas,Reynosa,899 454 8818,,https://facebook.com/pg/MGCarnesFinas/menu/?referrer=MENU_SHARING,4.3,58
Carnes Finas y Super Ofertas 33,Carnicería,Tamaulipas,Reynosa,899 923 9195,,,4.6,407
Carnes Marín,Carnicería,Tamaulipas,Reynosa,899 923 2647,,https://carnesmarin.systemscorp.mx,4.5,198
Carnes Olmo,Carnicería,Tamaulipas,Reynosa,899 923 6421,,https://www.carnesolmo.com,4.5,46
Carniceria 2 Hermanos,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Abarrotes Garcia,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Abril,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Ady Y Mely,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Alamo,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Almendros,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria America,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Angeles,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Angelito,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Azteca,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Balcones,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Berrendo,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Bonsai,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Calderon,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Campestre,Carnicería,Tamaulipas,Reynosa,8991990884,,,,
Carniceria Carol,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Casmo,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Castillo,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Charly,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Chavira,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Checos,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Cmpestre,Carnicería,Tamaulipas,Reynosa,,,,,
Carniceria Correcaminos,Carnicería,Tamaulipas,Reynosa,8999226589,,,,
Carniceria El Berrendo,Carnicería,Tamaulipas,Reynosa,899 925 1839,,,4.6,660
Carniceria MORELOS,Carnicería,Tamaulipas,Reynosa,899 456 5020,,https://es-la.facebook.com/CarniceriaMorelosReynosa,4.5,65
"Carnicería ""El Novillo""",Carnicería,Tamaulipas,Reynosa,899 925 9144,,,4.7,12
"Carnicería ""La Sultana""",Carnicería,Tamaulipas,Reynosa,899 924 9990,,,4.4,39
Carnicería Morelos,Carnicería,Tamaulipas,Reynosa,899 922 0771,,https://es-la.facebook.com/CarniceriaMorelosReynosa,4.6,161
Distribuidora de Carnes La Principal,Carnicería,Tamaulipas,Reynosa,899 460 8184,,https://www.facebook.com/Distribuidoradecarneslaprincipal,5,17
JJ Suministros del Norte,Carnicería,Tamaulipas,Reynosa,899 122 1387,,,4.6,91
MG Carnes Finas,Carnicería,Tamaulipas,Reynosa,899 387 2902,,https://www.facebook.com/MGCarnesFinas,4.3,128
PROVEEDORA DE CARNES GUZMAN,Carnicería,Tamaulipas,Reynosa,899 926 2793,,http://proveedoradecarnesguzman.com,4.3,18
Super Carnes El Torito,Carnicería,Tamaulipas,Reynosa,899 951 3075,,,4.6,65
